3.400000000000000000e+01,1.755630810092961553e+02,2.391925630810092969e+02,0.000000000000000000e+00
4.400000000000000000e+01,2.188617771509167937e+02,3.233935119887165115e+02,1.000000000000000000e+00
3.700000000000000000e+01,4.920910623946036822e+02,2.447487352445193949e+02,1.000000000000000000e+00
4.700000000000000000e+01,4.537697368421052602e+02,3.548738038277512032e+02,1.000000000000000000e+00
2.100000000000000000e+01,3.793208255159474902e+02,1.268311444652908051e+02,1.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.300000000000000000e+01,4.940835579514824758e+02,4.923180592991914040e+01,1.000000000000000000e+00
5.400000000000000000e+01,4.449931034482758605e+02,4.175117241379310258e+02,0.000000000000000000e+00
5.200000000000000000e+01,2.071352549889135162e+02,3.834822616407982423e+02,1.000000000000000000e+00
9.000000000000000000e+00,2.443233665559247072e+02,3.032447397563676716e+01,1.000000000000000000e+00
2.000000000000000000e+01,1.597304147465437723e+02,1.018202764976958576e+02,1.000000000000000000e+00
5.500000000000000000e+01,1.222096317280453270e+01,4.284079320113314679e+02,1.000000000000000000e+00
2.500000000000000000e+01,1.041617250673854471e+02,1.585471698113207424e+02,1.000000000000000000e+00
3.300000000000000000e+01,3.281925566343041965e+02,2.219029126213592349e+02,1.000000000000000000e+00
8.000000000000000000e+00,3.350663900414937757e+02,1.949100968188104943e+01,0.000000000000000000e+00
4.500000000000000000e+01,3.697088607594936889e+02,3.206075949367088356e+02,1.000000000000000000e+00
2.400000000000000000e+01,4.434331306990881671e+02,1.460577507598784166e+02,0.000000000000000000e+00
1.600000000000000000e+01,3.100272277227722952e+02,7.189603960396038929e+01,1.000000000000000000e+00
2.200000000000000000e+01,4.837868217054263482e+02,1.331713178294573652e+02,1.000000000000000000e+00
5.000000000000000000e+00,3.040000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
3.100000000000000000e+01,4.492213541666666856e+02,2.076927083333333428e+02,0.000000000000000000e+00
6.000000000000000000e+00,3.654246575342465917e+02,4.982876712328766722e+00,0.000000000000000000e+00
6.000000000000000000e+01,4.450107066381156073e+01,4.546830835117772835e+02,1.000000000000000000e+00
6.300000000000000000e+01,3.324652509652509593e+02,5.022586872586872460e+02,0.000000000000000000e+00
3.600000000000000000e+01,3.622530949105914715e+02,2.431306740027510216e+02,0.000000000000000000e+00
3.900000000000000000e+01,0.000000000000000000e+00,2.560000000000000000e+02,1.000000000000000000e+00
5.300000000000000000e+01,1.037599009900990126e+02,4.185272277227722952e+02,0.000000000000000000e+00
4.300000000000000000e+01,2.704310077519380116e+02,3.070170542635659103e+02,1.000000000000000000e+00
3.000000000000000000e+01,1.407560283687943183e+02,2.048510638297872219e+02,0.000000000000000000e+00
1.500000000000000000e+01,4.035165165165165035e+02,6.475375375375375597e+01,1.000000000000000000e+00
2.700000000000000000e+01,2.524009803921568675e+02,1.837019607843137123e+02,1.000000000000000000e+00
7.000000000000000000e+00,2.081589041095890309e+02,8.271232876712328874e+00,1.000000000000000000e+00
1.700000000000000000e+01,3.443225331369661149e+02,9.339911634756995795e+01,0.000000000000000000e+00
2.000000000000000000e+00,3.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000000e+01,1.800000000000000044e+00,5.108000000000000114e+02,0.000000000000000000e+00
2.600000000000000000e+01,1.209189189189189229e+01,1.702783783783783917e+02,1.000000000000000000e+00
4.600000000000000000e+01,4.956627140974966892e+02,3.313583662714097500e+02,1.000000000000000000e+00
5.800000000000000000e+01,4.807715404699738997e+02,4.567402088772846014e+02,0.000000000000000000e+00
6.100000000000000000e+01,2.349179030662710090e+02,4.932769535113748702e+02,0.000000000000000000e+00
5.000000000000000000e+01,6.839914163090128341e+01,3.704978540772532369e+02,1.000000000000000000e+00
5.900000000000000000e+01,2.990585774058577613e+02,4.537112970711297066e+02,1.000000000000000000e+00
3.000000000000000000e+00,3.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.300000000000000000e+01,1.318256130790190639e+02,1.410299727520435908e+02,1.000000000000000000e+00
3.500000000000000000e+01,4.901506024096385516e+01,2.403042168674698758e+02,0.000000000000000000e+00
6.200000000000000000e+01,1.151875000000000000e+02,5.023604166666666515e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.828308321964529455e+02,3.636562073669849582e+01,0.000000000000000000e+00
1.900000000000000000e+01,4.841049180327868839e+01,1.074832786885245923e+02,1.000000000000000000e+00
4.000000000000000000e+01,0.000000000000000000e+00,2.600000000000000000e+02,1.000000000000000000e+00
5.600000000000000000e+01,2.756972789115646378e+02,4.321326530612245165e+02,1.000000000000000000e+00
1.800000000000000000e+01,2.835626204238920991e+02,9.986127167630057500e+01,1.000000000000000000e+00
2.900000000000000000e+01,4.153620071684587742e+02,1.861469534050179107e+02,1.000000000000000000e+00
3.800000000000000000e+01,3.024120171673819755e+02,2.501859799713876953e+02,0.000000000000000000e+00
5.700000000000000000e+01,2.500825688073394417e+02,4.349816513761467718e+02,1.000000000000000000e+00
4.000000000000000000e+00,2.730566037735849250e+02,2.462264150943396235e+00,1.000000000000000000e+00
5.100000000000000000e+01,1.310563380281690229e+02,3.857555331991951562e+02,1.000000000000000000e+00
4.900000000000000000e+01,3.157142857142857224e+02,3.656554621848739544e+02,0.000000000000000000e+00
